Customer ID,Customer Name,Order Priority,Discount,Unit Price,Shipping Cost,Ship Mode,Customer Segment,Product Category,Product Sub-Category,Product Container,Product Name,Product Base Margin,Country,Region,State or Province,City,Postal Code,Order Date,Ship Date,Profit,Quantity ordered new,Sales,Order ID,Total,Manager
1282,Dana Sharpe,Low,0.03,199.99,24.49,Express Air,Small Business,Technology,Copiers and Fax,Large Box,Canon PC-428 Personal Copier,0.46,United States,East,Pennsylvania,Philadelphia,19134,1/24/2015,1/26/2015,393.42,21,4429.69,29319,199.96,Erin
1690,Neil Bailey,Low,0.05,115.99,5.26,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,636,0.57,United States,East,Pennsylvania,Harrisburg,17112,1/24/2015,1/28/2015,616.5357,9,893.53,91076,115.94,Erin
2613,Anthony Stanley,Low,0.02,50.98,13.66,Express Air,Corporate,Office Supplies,Appliances,Small Box,Eureka The Boss® Cordless Rechargeable Stick Vac,0.58,United States,East,New Jersey,Fords,8863,1/24/2015,1/24/2015,-25.76,1,68.45,86119,50.96,Erin
3089,Sandy Cannon,Low,0.07,49.43,19.99,Regular Air,Corporate,Office Supplies,Appliances,Small Box,"Eureka Hand Vacuum, Bagless",0.57,United States,Central,Kansas,Leawood,66209,1/24/2015,1/29/2015,-122.77,6,281.82,91219,49.36,Chris
2283,Nancy Holden,Medium,0.01,11.7,6.96,Regular Air,Home Office,Office Supplies,Appliances,Medium Box,Harmony HEPA Quiet Air Purifiers,0.5,United States,Central,Wisconsin,Franklin,53132,1/24/2015,1/26/2015,-28.954,6,76.87,85947,11.69,Chris
275,Roger Blalock Cassidy,Not Specified,0.09,15.28,10.91,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Recycled Premium Regency Composition Covers,0.36,United States,East,Connecticut,Fairfield,6824,1/24/2015,1/25/2015,-51.75,4,61.52,89292,15.19,Erin
1653,Charles Cline,Not Specified,0,101.41,35,Express Air,Corporate,Office Supplies,Storage & Organization,Large Box,Tennsco Regal Shelving Units,0.82,United States,West,California,Thousand Oaks,91360,1/24/2015,1/25/2015,-457.73,10,1104.32,89885,101.41,William
1653,Charles Cline,Not Specified,0.1,95.99,4.9,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,T60,0.56,United States,West,California,Thousand Oaks,91360,1/24/2015,1/25/2015,-268.664,2,149.8,89885,95.89,William
1389,Jean Khan,Critical,0.06,1.74,4.08,Regular Air,Corporate,Furniture,Office Furnishings,Small Pack,"Eldon Regeneration Recycled Desk Accessories, Smoke",0.53,United States,West,California,Menlo Park,94025,1/25/2015,1/26/2015,-11.0732,1,2.77,88726,1.68,William
156,Diana Xu,High,0.03,10.89,4.5,Regular Air,Corporate,Office Supplies,Appliances,Small Box,Belkin 6 Outlet Metallic Surge Strip,0.59,United States,West,Colorado,Fort Collins,80525,1/25/2015,1/26/2015,-18.64,3,33.82,87672,10.86,William
1997,Harriet Bowman,Not Specified,0.1,125.99,8.99,Regular Air,Consumer,Technology,Telephones and Communication,Small Box,5170i,0.57,United States,South,South Carolina,Hilton Head Island,29915,1/25/2015,1/28/2015,17.652,4,408.66,90333,125.89,Sam
1360,Arlene Gibbons,High,0.03,14.34,5,Regular Air,Consumer,Furniture,Office Furnishings,Small Pack,Nu-Dell Leatherette Frames,0.49,United States,Central,Iowa,Muscatine,52761,1/26/2015,1/27/2015,82.3101,8,119.29,89595,14.31,Chris
1361,Kristina Collier,High,0.01,2.89,0.5,Regular Air,Consumer,Office Supplies,Labels,Small Box,Avery 498,0.38,United States,Central,Michigan,Allen Park,48101,1/26/2015,1/28/2015,1.2236,1,3.08,89595,2.88,Chris
3154,Faye Manning,High,0.08,150.98,13.99,Express Air,Corporate,Technology,Office Machines,Medium Box,Canon MP41DH Printing Calculator,0.38,United States,South,Florida,Saint Petersburg,33710,1/26/2015,1/27/2015,-3.948,8,1183.82,86899,150.9,Sam
3155,Julian Keith Mayer,High,0.03,25.98,14.36,Delivery Truck,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,"Global Stack Chair without Arms, Black",0.6,United States,South,Florida,Sanford,32771,1/26/2015,1/27/2015,57.546,4,107.66,86899,25.95,Sam
3155,Julian Keith Mayer,High,0.1,32.48,35,Regular Air,Corporate,Office Supplies,Storage & Organization,Large Box,Fellowes Neat Ideas® Storage Cubes,0.81,United States,South,Florida,Sanford,32771,1/26/2015,1/27/2015,-333.4254,10,318.83,86899,32.38,Sam
1129,Pam Patton,Low,0.02,4.98,6.07,Regular Air,Home Office,Office Supplies,Paper,Small Box,Xerox 1897,0.36,United States,East,Massachusetts,Boston,2118,1/26/2015,1/28/2015,-46.92,19,105.5,57794,4.96,Erin
1133,Marjorie Owens,Low,0.02,4.98,6.07,Regular Air,Home Office,Office Supplies,Paper,Small Box,Xerox 1897,0.36,United States,Central,Texas,Farmers Branch,75234,1/26/2015,1/28/2015,-46.92,5,27.76,88105,4.96,Chris
2795,Harry Burns,Low,0.04,3.57,4.17,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Small Pack,Barrel Sharpener,0.59,United States,Central,Iowa,Mason City,50401,1/26/2015,1/28/2015,-69.91,8,30.9,87556,3.53,Chris
2795,Harry Burns,Low,0.05,200.99,4.2,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,2160i,0.59,United States,Central,Iowa,Mason City,50401,1/26/2015,1/30/2015,1630.5252,14,2363.08,87556,200.94,Chris
2795,Harry Burns,Low,0.07,195.99,8.99,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,A1228,0.58,United States,Central,Iowa,Mason City,50401,1/26/2015,1/26/2015,-457.16,2,328.45,87556,195.92,Chris
3000,Priscilla Allen,Low,0.01,10.14,2.27,Regular Air,Consumer,Office Supplies,Paper,Wrap Bag,"Staples Wirebound Steno Books, 6"" x 9"", 12/Pack",0.36,United States,Central,Michigan,Pontiac,48342,1/26/2015,1/28/2015,28.152,4,40.8,87042,10.13,Chris
3307,Edwin Blackburn,Low,0.07,16.74,7.04,Regular Air,Small Business,Office Supplies,Storage & Organization,Small Box,Rogers® Profile Extra Capacity Storage Tub,0.81,United States,East,Massachusetts,Agawam,1001,1/26/2015,2/2/2015,-114.2,5,80.58,90462,16.67,Erin
3311,Jackie Flynn,Low,0.06,6.45,1.34,Regular Air,Small Business,Office Supplies,Paper,Wrap Bag,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",0.36,United States,East,Massachusetts,Winchester,1890,1/26/2015,1/31/2015,39.4266,9,57.14,90462,6.39,Erin
3314,Billy Hale,Low,0.05,122.99,70.2,Delivery Truck,Small Business,Furniture,Chairs & Chairmats,Jumbo Drum,"Global High-Back Leather Tilter, Burgundy",0.74,United States,East,New Jersey,Fort Lee,7024,1/26/2015,1/30/2015,-722.23,4,498.31,90462,122.94,Erin
1946,Teresa Wallace,Medium,0.08,90.98,56.2,Regular Air,Consumer,Furniture,Office Furnishings,Medium Box,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,0.74,United States,East,Pennsylvania,Mount Lebanon,15228,1/26/2015,1/28/2015,-1920.9336,12,1058.36,86331,90.9,Erin
1946,Teresa Wallace,Medium,0.07,5.98,5.35,Regular Air,Consumer,Office Supplies,Paper,Small Box,Xerox 1947,0.4,United States,East,Pennsylvania,Mount Lebanon,15228,1/26/2015,1/28/2015,-37.1752,3,18.31,86331,5.91,Erin
3361,Oscar Kenney,Medium,0.04,7.96,4.95,Regular Air,Home Office,Furniture,Office Furnishings,Small Box,Staples Plastic Wall Frames,0.41,United States,Central,Wisconsin,West Bend,53095,1/26/2015,1/26/2015,-7.73,15,116.11,91436,7.92,Chris
2264,Helen Dickerson,Not Specified,0.09,207.48,0.99,Regular Air,Corporate,Office Supplies,Appliances,Small Box,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,0.55,United States,Central,Missouri,Joplin,64804,1/26/2015,1/29/2015,359.83,3,577.75,86611,207.39,Chris
483,Edgar McKenzie,Critical,0.03,11.97,4.98,Regular Air,Corporate,Office Supplies,Appliances,Small Box,Staples 6 Outlet Surge,0.58,United States,Central,Illinois,Oswego,60543,1/27/2015,1/28/2015,-18.19,6,73.18,90353,11.94,Chris
2979,Lloyd Dolan,Critical,0.09,2.94,0.7,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 338,0.58,United States,Central,North Dakota,Dickinson,58601,1/27/2015,1/28/2015,6.384,9,25.22,86544,2.85,Chris
2980,Joanna Kenney,Critical,0.03,43.98,8.99,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Small Pack,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,0.58,United States,East,Ohio,Sandusky,44870,1/27/2015,1/29/2015,274.0788,10,454.4,86544,43.95,Erin
2980,Joanna Kenney,Critical,0.06,1.14,0.7,Regular Air,Corporate,Office Supplies,Rubber Bands,Wrap Bag,OIC Thumb-Tacks,0.38,United States,East,Ohio,Sandusky,44870,1/27/2015,1/30/2015,-3.782,13,14.53,86544,1.08,Erin
2254,Jeff Meadows,Low,0.1,6.3,0.5,Regular Air,Corporate,Office Supplies,Labels,Small Box,Avery 48,0.39,United States,South,Kentucky,Paducah,42003,1/27/2015,2/1/2015,-464.282,12,68.72,89278,6.2,Sam
2178,Judy Hall,Medium,0.08,2.94,0.96,Regular Air,Small Business,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 343,0.58,United States,East,Massachusetts,Worcester,1610,1/27/2015,1/29/2015,-1.18,9,25.35,89465,2.86,Erin
3347,Carrie McIntosh,Medium,0.02,110.99,2.5,Regular Air,Consumer,Technology,Telephones and Communication,Small Box,T18,0.57,United States,South,Florida,Royal Palm Beach,33411,1/27/2015,1/29/2015,-39.809,1,94.3,89356,110.97,Sam
129,Kara Allison,Not Specified,0.02,1.74,4.08,Regular Air,Small Business,Furniture,Office Furnishings,Small Pack,"Eldon Regeneration Recycled Desk Accessories, Smoke",0.53,United States,Central,Illinois,Alton,62002,1/27/2015,1/28/2015,-37.39,5,10.23,86693,1.72,Chris
898,Harriet Hodges,Not Specified,0.02,12.53,0.49,Regular Air,Small Business,Office Supplies,Labels,Small Box,Round Specialty Laser Printer Labels,0.38,United States,East,New York,New York City,10039,1/27/2015,1/27/2015,263.4,47,594.44,9606,12.51,Erin
898,Harriet Hodges,Not Specified,0.07,5.18,2.04,Express Air,Small Business,Office Supplies,Paper,Wrap Bag,Array® Memo Cubes,0.36,United States,East,New York,New York City,10039,1/27/2015,1/29/2015,37.31,44,228.5,9606,5.11,Erin
899,Jordan Berry,Not Specified,0.02,12.53,0.49,Regular Air,Small Business,Office Supplies,Labels,Small Box,Round Specialty Laser Printer Labels,0.38,United States,East,Pennsylvania,Altoona,16602,1/27/2015,1/27/2015,104.7213,12,151.77,86264,12.51,Erin
899,Jordan Berry,Not Specified,0.07,5.18,2.04,Express Air,Small Business,Office Supplies,Paper,Wrap Bag,Array® Memo Cubes,0.36,United States,East,Pennsylvania,Altoona,16602,1/27/2015,1/29/2015,37.31,11,57.13,86264,5.11,Erin
1351,Janet McCullough,Not Specified,0.1,110.99,8.99,Express Air,Home Office,Technology,Telephones and Communication,Small Box,LX 677,0.57,United States,South,Florida,Coconut Creek,33063,1/27/2015,1/29/2015,3285.48,7,627.78,88232,110.89,Sam
2281,Monica Harvey,Not Specified,0.08,205.99,2.5,Regular Air,Home Office,Technology,Telephones and Communication,Small Box,V70,0.59,United States,Central,Wisconsin,Eau Claire,54703,1/27/2015,1/28/2015,997.38144,10,1610.84,85948,205.91,Chris
53,Sidney Russell Austin,Critical,0.07,3502.14,8.73,Delivery Truck,Corporate,Technology,Office Machines,Jumbo Box,Okidata Pacemark 4410N Wide Format Dot Matrix Printer,0.57,United States,West,Washington,Redmond,98052,1/28/2015,1/30/2015,-6923.5992,1,3267.55,88425,3502.07,William
3266,Edgar Kumar,Critical,0,122.99,70.2,Delivery Truck,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,"Global High-Back Leather Tilter, Burgundy",0.74,United States,East,Maine,Sanford,4073,1/28/2015,1/29/2015,-1764.29,14,1794.88,89836,122.99,Erin
3269,Billie Stern,Critical,0.01,60.97,4.5,Express Air,Corporate,Office Supplies,Appliances,Small Box,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,0.56,United States,East,New Jersey,North Plainfield,7060,1/28/2015,1/30/2015,527.8776,12,765.04,89836,60.96,Erin
24,Edna Thomas,High,0.06,55.48,14.3,Regular Air,Corporate,Office Supplies,Paper,Small Box,Xerox 194,0.37,United States,West,California,Laguna Niguel,92677,1/28/2015,1/29/2015,-28.2968,1,67.49,87651,55.42,William
24,Edna Thomas,High,0.02,1.68,1.57,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 323,0.59,United States,West,California,Laguna Niguel,92677,1/28/2015,1/30/2015,-5.3072,1,2.25,87651,1.66,William
744,Joy Maxwell,Low,0.02,59.98,3.99,Regular Air,Corporate,Office Supplies,Appliances,Small Box,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,0.57,United States,West,Arizona,Oro Valley,85737,1/28/2015,2/6/2015,-54.622,1,63.48,87725,59.96,William
744,Joy Maxwell,Low,0.03,5.18,5.74,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Wilson Jones Impact Binders,0.36,United States,West,Arizona,Oro Valley,85737,1/28/2015,2/1/2015,-126.81418,9,47.64,87725,5.15,William
553,Kristine Connolly,Medium,0,6.88,2,Express Air,Home Office,Office Supplies,Paper,Wrap Bag,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",0.39,United States,West,California,Los Angeles,90008,1/28/2015,1/29/2015,34.068,36,267.53,17155,6.88,William
556,Kristina Sanders,Medium,0,6.88,2,Express Air,Home Office,Office Supplies,Paper,Wrap Bag,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",0.39,United States,West,Utah,Provo,84604,1/28/2015,1/29/2015,46.1472,9,66.88,86189,6.88,William
556,Kristina Sanders,Medium,0.03,32.48,35,Express Air,Home Office,Office Supplies,Storage & Organization,Large Box,Fellowes Neat Ideas® Storage Cubes,0.81,United States,West,Utah,Provo,84604,1/28/2015,1/28/2015,-1116.3348,8,274.91,86189,32.45,William
1875,Martin Kirk,Critical,0.09,95.99,4.9,Regular Air,Consumer,Technology,Telephones and Communication,Small Box,T60,0.56,United States,South,Virginia,Chesapeake,23320,1/29/2015,1/31/2015,34.302,4,320.75,90899,95.9,Sam
2265,James Davenport,Critical,0.1,7.45,6.28,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",0.4,United States,Central,Missouri,Kansas City,64130,1/29/2015,2/1/2015,-69.874,8,59.4,86612,7.35,Chris
2265,James Davenport,Critical,0.01,6.48,7.86,Regular Air,Corporate,Office Supplies,Paper,Small Box,Xerox 213,0.37,United States,Central,Missouri,Kansas City,64130,1/29/2015,1/31/2015,-135.74,10,66.46,86612,6.47,Chris
699,Jenny Gold,Medium,0.07,5.02,5.14,Regular Air,Consumer,Technology,Computer Peripherals,Small Pack,"Imation 3.5, DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack",0.79,United States,West,California,Los Angeles,90041,1/29/2015,1/31/2015,-168.72,42,210.1,32420,4.95,William
699,Jenny Gold,Medium,0.07,280.98,57,Delivery Truck,Consumer,Furniture,Chairs & Chairmats,Jumbo Drum,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,0.78,United States,West,California,Los Angeles,90041,1/29/2015,1/31/2015,-439.62,23,6499.87,32420,280.91,William
2061,Marianne Carey,Medium,0.02,240.98,60.2,Delivery Truck,Corporate,Furniture,Bookcases,Jumbo Box,"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",0.56,United States,Central,Nebraska,North Platte,69101,1/29/2015,1/31/2015,-272.7132,1,260.66,87146,240.96,Chris
2062,Alfred Singh,Medium,0.02,420.98,19.99,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,GBC DocuBind 200 Manual Binding Machine,0.35,United States,South,Virginia,Mechanicsville,23111,1/29/2015,2/1/2015,-162.694,10,4249.37,87146,420.96,Sam
767,Jeffrey Mueller,Critical,0.1,31.78,1.99,Regular Air,Corporate,Technology,Computer Peripherals,Small Pack,"Memorex 4.7GB DVD-RAM, 3/Pack",0.42,United States,Central,Illinois,Rock Island,61201,1/30/2015,2/1/2015,232.2816,11,336.64,86279,31.68,Chris
550,Edna Monroe Talley,High,0.05,1.68,1.57,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 323,0.59,United States,Central,Texas,Seguin,78155,1/30/2015,1/31/2015,-33.34,11,18.75,90909,1.63,Chris
550,Edna Monroe Talley,High,0.1,218.75,69.64,Delivery Truck,Corporate,Furniture,Tables,Jumbo Box,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,0.77,United States,Central,Texas,Seguin,78155,1/30/2015,2/1/2015,-201.276,1,188.51,90909,218.65,Chris
551,Peggy Chan,High,0,15.04,1.97,Regular Air,Corporate,Office Supplies,Paper,Wrap Bag,White GlueTop Scratch Pads,0.39,United States,Central,Texas,Sherman,75090,1/30/2015,2/1/2015,21.5142,2,31.18,90909,15.04,Chris
1442,Rodney Field,Low,0.02,15.99,13.18,Express Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",0.37,United States,Central,Missouri,Springfield,65807,1/30/2015,2/3/2015,-76.9925,7,123.03,89077,15.97,Chris
1442,Rodney Field,Low,0.09,46.94,6.77,Express Air,Corporate,Furniture,Office Furnishings,Small Box,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",0.44,United States,Central,Missouri,Springfield,65807,1/30/2015,1/30/2015,297.9696,10,431.84,89077,46.85,Chris
2775,Theodore Rubin,Low,0.07,574.74,24.49,Regular Air,Consumer,Technology,Office Machines,Large Box,Polycom ViaVideo™ Desktop Video Communications Unit,0.37,United States,Central,Illinois,Franklin Park,60131,1/30/2015,2/4/2015,2860.9332,8,4146.28,91229,574.67,Chris
256,Irene Li,Critical,0.03,8.34,2.64,Regular Air,Home Office,Office Supplies,"Scissors, Rulers and Trimmers",Small Pack,Acme® Elite Stainless Steel Scissors,0.59,United States,East,Pennsylvania,Hanover,17331,1/31/2015,2/2/2015,0.684,4,34.64,86267,8.31,Erin
343,Lynn Epstein,Critical,0.03,15.23,27.75,Delivery Truck,Corporate,Furniture,Tables,Jumbo Box,Anderson Hickey Conga Table Tops & Accessories,0.76,United States,East,Maine,Bangor,4401,1/31/2015,2/1/2015,11.65095,7,111.86,88151,15.2,Erin
1723,Constance Flowers,Low,0.1,49.99,19.99,Express Air,Corporate,Technology,Computer Peripherals,Small Box,US Robotics 56K V.92 Internal PCI Faxmodem,0.45,United States,West,California,San Diego,92037,1/31/2015,2/5/2015,13.508,46,2188.06,40101,49.89,William
2202,Laurie Howe,Low,0.09,160.98,30,Delivery Truck,Home Office,Furniture,Chairs & Chairmats,Jumbo Drum,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,0.62,United States,Central,Minnesota,Brooklyn Center,55429,1/31/2015,1/31/2015,357.428,11,1635.38,86050,160.89,Chris
2202,Laurie Howe,Low,0.09,6.3,0.5,Regular Air,Home Office,Office Supplies,Labels,Small Box,Avery 51,0.39,United States,Central,Minnesota,Brooklyn Center,55429,1/31/2015,1/31/2015,40.3512,10,58.48,86050,6.21,Chris
2202,Laurie Howe,Low,0,4.98,0.8,Regular Air,Home Office,Office Supplies,Paper,Wrap Bag,Rediform S.O.S. Phone Message Books,0.36,United States,Central,Minnesota,Brooklyn Center,55429,1/31/2015,2/7/2015,27.6345,8,40.05,86050,4.98,Chris
2781,Kelly Byers,Low,0.09,2.16,6.05,Regular Air,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,Peel & Stick Add-On Corner Pockets,0.37,United States,West,Oregon,Woodburn,97071,1/31/2015,2/4/2015,-37.789,2,5.48,87162,2.07,William
2781,Kelly Byers,Low,0.03,808.49,55.3,Delivery Truck,Consumer,Technology,Office Machines,Jumbo Drum,"Hewlett-Packard Business Color Inkjet 3000 [N, DTN] Series Printers",0.4,United States,West,Oregon,Woodburn,97071,1/31/2015,2/7/2015,7576.11,11,8201.33,87162,808.46,William
2781,Kelly Byers,Low,0,6.48,8.19,Regular Air,Consumer,Office Supplies,Paper,Small Box,Xerox 217,0.37,United States,West,Oregon,Woodburn,97071,1/31/2015,2/7/2015,-43.26,3,22.67,87162,6.48,William
1238,April Bowers,Medium,0.01,160.98,30,Delivery Truck,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,0.62,United States,Central,Texas,Cedar Hill,75104,1/31/2015,2/2/2015,788.79,10,1634.67,86075,160.97,Chris
911,Marsha P Joyner,Not Specified,0.05,7.64,5.83,Regular Air,Corporate,Office Supplies,Paper,Wrap Bag,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",0.36,United States,East,West Virginia,Wheeling,26003,1/31/2015,2/2/2015,-21.018,2,16.6,90185,7.59,Erin
911,Marsha P Joyner,Not Specified,0.04,218.75,69.64,Delivery Truck,Corporate,Furniture,Tables,Jumbo Box,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,0.72,United States,East,West Virginia,Wheeling,26003,1/31/2015,2/1/2015,-655.529875,10,2285.41,90185,218.71,Erin
2137,Crystal Crabtree,Not Specified,0,6.98,1.6,Regular Air,Corporate,Office Supplies,Paper,Wrap Bag,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",0.38,United States,South,Florida,West Palm Beach,33407,1/31/2015,2/2/2015,-343.868,9,64.48,86002,6.98,Sam
510,Gregory Rao,Critical,0.03,6.37,5.19,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",0.38,United States,West,California,Manteca,95336,2/1/2015,2/2/2015,-29.0927,14,89.79,90059,6.34,William
2122,Carolyn Fisher,Critical,0.06,80.97,33.6,Delivery Truck,Consumer,Technology,Office Machines,Jumbo Drum,Lexmark Z25 Color Inkjet Printer,0.37,United States,South,Arkansas,Sherwood,72116,2/1/2015,2/3/2015,-15.1844,10,799.76,89664,80.91,Sam
1211,Debra Proctor,Low,0.01,3.08,0.5,Regular Air,Corporate,Office Supplies,Labels,Small Box,Avery 497,0.37,United States,Central,Indiana,Fort Wayne,46806,2/1/2015,2/6/2015,9.0045,4,13.05,88598,3.07,Chris
1949,Dana Waller,Low,0.05,424.21,110.2,Delivery Truck,Small Business,Furniture,Tables,Jumbo Box,Bush Advantage Collection® Racetrack Conference Table,0.67,United States,West,Montana,Bozeman,59715,2/1/2015,2/5/2015,-213.4028,12,4935.22,90415,424.16,William
2071,Victor Cherry,Not Specified,0.03,60.98,1.99,Regular Air,Corporate,Technology,Computer Peripherals,Small Pack,Imation 5.2GB DVD-RAM,0.5,United States,Central,Michigan,Farmington Hills,48336,2/1/2015,2/1/2015,976.2672,23,1414.88,88555,60.95,Chris
2071,Victor Cherry,Not Specified,0.04,3.08,0.99,Regular Air,Corporate,Office Supplies,Labels,Small Box,Avery 481,0.37,United States,Central,Michigan,Farmington Hills,48336,2/1/2015,2/2/2015,23.2047,11,33.63,88555,3.04,Chris
2072,Malcolm S Lanier,Not Specified,0,10.31,1.79,Regular Air,Corporate,Office Supplies,Paper,Wrap Bag,"Speediset Carbonless Redi-Letter® 7"" x 8 1/2""",0.38,United States,Central,Michigan,Flint,48505,2/1/2015,2/3/2015,167.463,23,242.7,88555,10.31,Chris
397,Denise Carver,Critical,0.1,154.13,69,Regular Air,Corporate,Furniture,Tables,Large Box,Laminate Occasional Tables,0.68,United States,East,Ohio,Cuyahoga Falls,44221,2/2/2015,2/3/2015,-372.485971,8,1216.32,89319,154.03,Erin
2555,Karl Knowles,Critical,0,12.97,1.49,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",0.35,United States,Central,Wisconsin,Madison,53711,2/2/2015,2/3/2015,180.2349,19,261.21,86529,12.97,Chris
2555,Karl Knowles,Critical,0.06,4.91,0.5,Regular Air,Home Office,Office Supplies,Labels,Small Box,Avery 508,0.36,United States,Central,Wisconsin,Madison,53711,2/2/2015,2/2/2015,29.5251,9,42.79,86529,4.85,Chris
68,Scott Bunn,High,0.09,122.99,70.2,Delivery Truck,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,"Global High-Back Leather Tilter, Burgundy",0.74,United States,East,New York,New York City,10177,2/2/2015,2/4/2015,-2426.55,49,5718.85,55713,122.9,Erin
70,Annette Boone,High,0.09,122.99,70.2,Delivery Truck,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,"Global High-Back Leather Tilter, Burgundy",0.74,United States,East,Vermont,Burlington,5401,2/2/2015,2/4/2015,-2426.55,12,1400.53,87947,122.9,Erin
894,Gail Rankin Cole,Low,0.02,1.14,0.7,Regular Air,Corporate,Office Supplies,Rubber Bands,Wrap Bag,OIC Thumb-Tacks,0.38,United States,East,District of Columbia,Washington,20024,2/2/2015,2/2/2015,-0.49,38,44.85,38529,1.12,Erin
2498,Arlene Long,Medium,0.09,6.28,5.41,Regular Air,Small Business,Furniture,Office Furnishings,Small Box,Eldon® 200 Class™ Desk Accessories,0.53,United States,West,California,San Diego,92024,2/2/2015,2/4/2015,-61.59,56,355.4,54567,6.19,William
2500,Kevin Smith,Medium,0.09,6.28,5.41,Regular Air,Small Business,Furniture,Office Furnishings,Small Box,Eldon® 200 Class™ Desk Accessories,0.53,United States,Central,Illinois,Lake In The Hills,60102,2/2/2015,2/4/2015,-32.0268,14,88.85,88320,6.19,Chris
84,Helen Stein,Not Specified,0,8.09,7.96,Regular Air,Consumer,Furniture,Office Furnishings,Small Box,"6"" Cubicle Wall Clock, Black",0.49,United States,East,Ohio,Cincinnati,45231,2/2/2015,2/3/2015,-144.56,11,90.98,87364,8.09,Erin
1412,Marc Ray,Not Specified,0.08,3.38,0.85,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,Avery Hi-Liter® Fluorescent Desk Style Markers,0.48,United States,West,California,Mountain View,94043,2/2/2015,2/4/2015,20.4536,12,38.81,87087,3.3,William
1413,Pamela Wiley,Not Specified,0.02,16.48,1.99,Express Air,Corporate,Technology,Computer Peripherals,Small Pack,Maxell DVD-RAM Discs,0.42,United States,East,Massachusetts,Boston,2113,2/2/2015,2/4/2015,69.61,27,484.56,45539,16.46,Erin
3196,Rick Foster Hawkins,Not Specified,0.03,200.97,15.59,Delivery Truck,Home Office,Technology,Office Machines,Jumbo Drum,Hewlett-Packard Deskjet 6122 Color Inkjet Printer,0.36,United States,West,California,San Francisco,94109,2/2/2015,2/3/2015,1951.3,43,8717.75,24294,200.94,William
3197,Wallace Pugh,Not Specified,0.03,200.97,15.59,Delivery Truck,Home Office,Technology,Office Machines,Jumbo Drum,Hewlett-Packard Deskjet 6122 Color Inkjet Printer,0.36,United States,Central,Illinois,Northbrook,60062,2/2/2015,2/3/2015,1538.7828,11,2230.12,90850,200.94,Chris
2486,Jack Horn,Low,0,180.98,30,Delivery Truck,Small Business,Furniture,Chairs & Chairmats,Jumbo Drum,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,0.69,United States,South,Georgia,Statesboro,30458,2/3/2015,2/5/2015,9.204,11,2084.16,91416,180.98,Sam
